	masa A		
t	x	vx	
0,000	3,599E-2	
0,033	3,617E-2	2,110E-2
0,067	3,739E-2	3,596E-2
0,100	3,857E-2	3,443E-2
0,133	3,969E-2	1,786E-2
0,166	3,976E-2	-1,477E-2
0,200	3,870E-2	-3,429E-2
0,233	3,748E-2	-3,257E-2
0,266	3,653E-2	-1,185E-2
0,300	3,669E-2	1,367E-2
0,333	3,744E-2	2,132E-2
0,366	3,811E-2	2,325E-2
0,400	3,899E-2	1,739E-2
0,433	3,926E-2	-2,580E-3
0,466	3,882E-2	-1,883E-2
0,499	3,801E-2	-2,343E-2
0,533	3,726E-2	-1,238E-2
0,566	3,719E-2	5,593E-4
0,599	3,730E-2	8,376E-3
0,633	3,774E-2	1,114E-2
0,666	3,804E-2	1,349E-2
0,699	3,864E-2	2,021E-2
0,732	3,939E-2	1,624E-2
0,766	3,972E-2	-1,318E-3
0,799	3,930E-2	-2,022E-2
0,832	3,838E-2	-2,739E-2
0,866	3,747E-2	-3,005E-2
0,899	3,638E-2	-1,372E-2
0,932	3,656E-2	1,676E-2
0,966	3,749E-2	2,826E-2
0,999	3,844E-2	2,901E-2
1,032	3,942E-2	1,967E-2
1,065	3,975E-2	-2,756E-3
1,099	3,924E-2	-2,454E-2
1,132	3,812E-2	-3,240E-2
1,165	3,708E-2	-2,084E-2
1,199	3,673E-2	2,157E-3
1,232	3,723E-2	2,060E-2
1,265	3,810E-2	2,156E-2
1,298	3,866E-2	1,773E-2
1,332	3,928E-2	9,438E-3
1,365	3,929E-2	-7,659E-3
1,398	3,877E-2	-2,352E-2
1,432	3,772E-2	-2,496E-2
1,465	3,711E-2	-1,079E-2
1,498	3,701E-2	9,637E-3
1,531	3,775E-2	2,143E-2
1,565	3,843E-2	2,548E-2
1,598	3,945E-2	2,455E-2
1,631	4,007E-2	6,564E-3
1,665	3,988E-2	-1,229E-2
1,698	3,925E-2	-1,797E-2
1,731	3,869E-2	-1,744E-2
1,765	3,809E-2	-1,339E-2
1,798	3,779E-2	-2,059E-3
1,831	3,795E-2	1,052E-2
1,864	3,849E-2	2,089E-2
1,898	3,934E-2	2,033E-2
1,931	3,985E-2	1,791E-3
1,964	3,946E-2	-2,292E-2
1,998	3,832E-2	-3,591E-2
2,031	3,707E-2	-2,492E-2
2,064	3,666E-2	5,597E-3
2,097	3,744E-2	2,621E-2
2,131	3,841E-2	3,553E-2
2,164	3,981E-2	2,776E-2
2,197	4,026E-2	-4,257E-3
2,231	3,952E-2	-2,945E-2
2,264	3,829E-2	-3,722E-2
2,297	3,704E-2	-2,529E-2
2,331	3,661E-2	4,344E-3
2,364	3,733E-2	2,394E-2
2,397	3,820E-2	3,240E-2
2,430	3,949E-2	2,727E-2
2,464	4,002E-2	-4,886E-3
2,497	3,917E-2	-3,576E-2
2,530	3,764E-2	-3,999E-2
2,564	3,650E-2	-1,395E-2
2,597	3,671E-2	2,102E-2
2,630	3,790E-2	3,362E-2
2,663	3,895E-2	2,982E-2
2,697	3,989E-2	1,209E-2
2,730	3,976E-2	-1,779E-2
2,763	3,871E-2	-3,699E-2
2,797	3,729E-2	-3,938E-2
2,830	3,608E-2	-1,179E-2
2,863	3,651E-2	2,641E-2
2,897	3,784E-2	3,821E-2
2,930	3,905E-2	3,471E-2
2,963	4,015E-2	1,134E-2
2,996	3,981E-2	-2,216E-2
3,030	3,868E-2	-3,450E-2
3,063	3,751E-2	-2,798E-2
3,096	3,682E-2	-3,072E-3
3,130	3,731E-2	1,933E-2
3,163	3,810E-2	2,068E-2
3,196	3,868E-2	1,597E-2
3,229	3,917E-2	6,059E-3
3,263	3,909E-2	
