	pingpong				
t	x	y	vx	vy	
5,693	0,180	7,515E-2	-2,172E-2	-2,939E-2
5,726	0,179	7,413E-2	-2,300E-2	-2,683E-2
5,760	0,178	7,336E-2	-1,917E-2	-2,683E-2
5,793	0,178	7,234E-2	1,278E-3	-2,555E-2
5,826	0,178	7,166E-2	1,533E-2	-2,555E-3
5,859	0,179	7,217E-2	2,300E-2	2,939E-2
5,893	0,180	7,361E-2	2,172E-2	3,194E-2
5,926	0,180	7,430E-2	6,389E-3	2,683E-2
5,959	0,180	7,540E-2	-2,555E-3	2,300E-2
5,993	0,180	7,583E-2	-3,833E-3	8,944E-3
6,026	0,180	7,600E-2		
